,address_type,agency,agency_name,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,location_type,park_borough,park_facility_name,resolution_action_updated_date,school_address,school_city,school_code,school_name,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,unique_key
3260,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-12-01T00:00:00.000,Unspecified BRONX,Street Condition,2009-11-20T00:00:00.000,,,Pothole,,N/A,,,SHERIDAN EXPRESSWAY,WESTCHESTER AVENUE,,BRONX,Unspecified,2009-12-01T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15340508
3261,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-12T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-11T00:00:00.000,,,Pothole,,N/A,,,ATLANTIC AVENUE,VAN WYCK EXPRESSWAY,,QUEENS,Unspecified,2009-11-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15290875
3262,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2009-11-06T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-11-05T00:00:00.000,,,Pothole,,N/A,,,BROADWAY,MALCOLM X BOULEVARD,,BROOKLYN,Unspecified,2009-11-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15258542
3263,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2009-11-09T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-11-08T00:00:00.000,,,Pothole,,N/A,,,NORTH 4 STREET,ROEBLING STREET,,BROOKLYN,Unspecified,2009-11-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15258557
3264,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2009-11-13T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-11-07T00:00:00.000,,,Pothole,,N/A,,,EAST 8 STREET,FOSTER AVENUE,,BROOKLYN,Unspecified,2009-11-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15251692
3265,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-09T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-08T00:00:00.000,,,Pothole,,N/A,,,POWER ROAD,164 AVENUE,,QUEENS,Unspecified,2009-11-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15267684
3266,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-10T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-09T00:00:00.000,,,Pothole,,N/A,,,116 STREET,ROCKAWAY BOULEVARD,,QUEENS,Unspecified,2009-11-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15267671
3267,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2009-11-13T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-11-10T00:00:00.000,,,Pothole,,N/A,,,FARRAGUT ROAD,FLATBUSH AVENUE,,BROOKLYN,Unspecified,2009-11-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15267663
3268,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2009-11-10T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-09T00:00:00.000,BOROUGH BOUNDARY,128 AVENUE,Pothole,,N/A, BROOKVILLE BOULEVARD,,,,,QUEENS,Unspecified,2009-11-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BROOKVILLE BOULEVARD,15268870
3269,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2009-11-15T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-11-14T00:00:00.000,,,Pothole,,N/A,,,1 AVENUE,EAST 125 STREET,,MANHATTAN,Unspecified,2009-11-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15307418
3270,,DOT,Department of Transportation,MANHATTAN,,2009-11-12T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-11-11T00:00:00.000,,,Plate Condition - Noisy,2009-11-21T00:00:00.000,N/A,,,AMSTERDAM AVE,E 75TH STREET,Street,MANHATTAN,Unspecified,2009-11-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15270236
3271,,DOT,Department of Transportation,MANHATTAN,,2009-11-18T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-11-11T00:00:00.000,,,Defective Hardware,2009-11-21T00:00:00.000,N/A,,,54 ST,53 ST,Street,MANHATTAN,Unspecified,2009-11-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15269783
3272,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,2009-11-17T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2009-11-13T00:00:00.000,,,Pothole,,N/A,,,BEMENT AVENUE,HARVEST AVENUE,,STATEN ISLAND,Unspecified,2009-11-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15290858
3273,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2009-11-23T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-11-12T00:00:00.000,,,Pothole,,N/A,,,EAST 120 STREET,PLEASANT AVENUE,,MANHATTAN,Unspecified,2009-11-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15283559
3274,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2009-11-10T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-11-09T00:00:00.000,,,Pothole,,N/A,,,MEEKER AVENUE,VANDERVOORT AVENUE,,BROOKLYN,Unspecified,2009-11-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15283609
3275,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-17T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-13T00:00:00.000,,,Pothole,,N/A,,,QUEENS BOULEVARD,69 ROAD,,QUEENS,Unspecified,2009-11-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15290842
3276,INTERSECTION,DOT,Department of Transportation,MANHATTAN,,2009-11-23T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-11-12T00:00:00.000,,,Pothole,,N/A,,,FDR DRIVE,EAST 34 STREET,,MANHATTAN,Unspecified,2009-11-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15290866
3277,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-16T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-13T00:00:00.000,,,Pothole,,N/A,,,159 STREET,GRAND CENTRL PARKWAY,,QUEENS,Unspecified,2009-11-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15290841
3278,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-11-18T00:00:00.000,Unspecified BRONX,Street Condition,2009-11-12T00:00:00.000,,,Pothole,,N/A,,,FORDHAM STREET,WILLIAM AVENUE,,BRONX,Unspecified,2009-11-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15283754
3279,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2009-11-13T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-11T00:00:00.000,91 AVENUE,91 AVENUE,Pothole,,N/A, 84 STREET,,,,,QUEENS,Unspecified,2009-11-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,84 STREET,15283755
3280,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-12T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-11T00:00:00.000,,,Pothole,,N/A,,,80 STREET,LIBERTY AVENUE,,QUEENS,Unspecified,2009-11-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15283734
3281,,DOT,Department of Transportation,QUEENS,,2009-11-23T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-16T00:00:00.000,110 AVE,HOLLIS AVE,"Rough, Pitted or Cracked Roads",2010-02-14T00:00:00.000,N/A, 211 STREET,,,,Street,QUEENS,Unspecified,2009-11-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,211 STREET,15303575
3282,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-11-18T00:00:00.000,Unspecified BRONX,Street Condition,2009-11-15T00:00:00.000,,,Pothole,,N/A,,,ROSEDALE AVE,BRUCKNER BLVD,,BRONX,Unspecified,2009-11-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15307402
3283,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-11T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-10T00:00:00.000,,,Pothole,,N/A,,,HORACE HARDING BOULEVARD,COLLEGE POINT BOULEVARD,,QUEENS,Unspecified,2009-11-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15296978
3284,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-11T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-10T00:00:00.000,,,Pothole,,N/A,,,COLLEGE POINT BOULEVARD,ROOSEVELT AVENUE,,QUEENS,Unspecified,2009-11-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15296979
3285,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-12-10T00:00:00.000,Unspecified BRONX,Street Condition,2009-12-10T00:00:00.000,,,Pothole,,N/A,,,CASTLE HILL AVENUE,CROSS BRONX EXPRESSWAY,,BRONX,Unspecified,2009-12-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15487005
3286,,DOT,Department of Transportation,MANHATTAN,,2009-11-23T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-11-16T00:00:00.000,,,Defective Hardware,2009-11-26T00:00:00.000,N/A,,,WEST 167 STREET,BROADWAY,Street,MANHATTAN,Unspecified,2009-11-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15302957
3287,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-19T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-18T00:00:00.000,,,Pothole,,N/A,,,HOLLIS HILLS TERRACE,94 AVENUE,,QUEENS,Unspecified,2009-11-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15340178
3288,ADDRESS,DOT,Department of Transportation,QUEENS,,2009-11-13T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-12T00:00:00.000,BOARDWALK,SPRAYVIEW AVENUE,Pothole,,N/A,29-62 BAY   32 STREET,,,,,QUEENS,Unspecified,2009-11-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BAY   32 STREET,15306965
3289,ADDRESS,DOT,Department of Transportation,QUEENS,,2009-11-13T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-12T00:00:00.000,MASPETH AVENUE,BEND,Pothole,,N/A,57-00 49 PLACE,,,,,QUEENS,Unspecified,2009-11-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,49 PLACE,15306968
3290,,DOT,Department of Transportation,MANHATTAN,,2009-11-16T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-11-16T00:00:00.000,,,Plate Condition - Noisy,2009-11-26T00:00:00.000,N/A,,,EAST 71ST,YORK AVENUE,Street,MANHATTAN,Unspecified,2009-11-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15304385
3291,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-16T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-15T00:00:00.000,,,Pothole,,N/A,,,160 STREET,GRAND CENTRL PARKWAY,,QUEENS,Unspecified,2009-11-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15317211
3292,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-11-19T00:00:00.000,Unspecified BRONX,Street Condition,2009-11-17T00:00:00.000,,,Pothole,,N/A,,,EAST 180 STREET,PARK AVENUE,,BRONX,Unspecified,2009-11-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15317235
3293,,DOT,Department of Transportation,QUEENS,,2009-11-24T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-18T00:00:00.000,72 RD,75 AVE,Failed Street Repair,2009-11-28T00:00:00.000,N/A, GRAND CENTRAL PARKWAY,,,,Street,QUEENS,Unspecified,2009-11-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,GRAND CENTRAL PARKWAY,15318914
3294,BLOCKFACE,DOT,Department of Transportation,Unspecified,QUEENS,2009-12-09T00:00:00.000,0 Unspecified,Street Condition,2009-12-08T00:00:00.000,BELT PARKWAY WESTBOUND EXIT   19,SOUTH CONDUIT AVENUE,Pothole,,N/A, 150 STREET,,,,,Unspecified,Unspecified,2009-12-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,150 STREET,15459746
3295,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-17T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-16T00:00:00.000,,,Pothole,,N/A,,,MERRICK BLVD,220 ST,,QUEENS,Unspecified,2009-11-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15317205
3296,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-18T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-16T00:00:00.000,,,Pothole,,N/A,,,SUTPHIN BLVD,109 AVE,,QUEENS,Unspecified,2009-11-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15317206
3297,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,2009-11-18T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-11-17T00:00:00.000,JORALEMON STREET,LIVINGSTON STREET,Pothole,,N/A, BOERUM PLACE,,,,,BROOKLYN,Unspecified,2009-11-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BOERUM PLACE,15326375
3298,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,2009-11-16T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-11-15T00:00:00.000,LONG ISLAND RR,LONG ISLAND RR,Pothole,,N/A, ATLANTIC AVENUE,,,,,BROOKLYN,Unspecified,2009-11-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,ATLANTIC AVENUE,15309532
3299,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,2009-11-16T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-11-15T00:00:00.000,KINGSTON AVENUE,LONG ISLAND RR,Pothole,,N/A, ATLANTIC AVENUE,,,,,BROOKLYN,Unspecified,2009-11-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,ATLANTIC AVENUE,15309533
3300,,DOT,Department of Transportation,MANHATTAN,,2009-11-18T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-11-17T00:00:00.000,1ST AVENUE,3RD AVENUE,"Rough, Pitted or Cracked Roads",2010-02-15T00:00:00.000,N/A, 76TH STREET,,,,Street,MANHATTAN,Unspecified,2009-11-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,76TH STREET,15310886
3301,,DOT,Department of Transportation,QUEENS,,2009-11-17T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-17T00:00:00.000,,,Unsafe Worksite,2009-11-20T00:00:00.000,N/A,,,JUNCTION BLVD,LONG ISLAND EXP SR,Street,QUEENS,Unspecified,2009-11-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15310229
3302,BLOCKFACE,DOT,Department of Transportation,BRONX,,2009-11-25T00:00:00.000,Unspecified BRONX,Street Condition,2009-11-17T00:00:00.000,EAST  209 STREET,EAST GUN HILL ROAD,Pothole,,N/A, DECATUR AVENUE,,,,,BRONX,Unspecified,2009-11-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,DECATUR AVENUE,15318235
3303,,DOT,Department of Transportation,MANHATTAN,,2009-11-25T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-11-20T00:00:00.000,RIVINGTON ST,DELANCEY ST,Cave-in,2009-11-30T00:00:00.000,N/A, NORFOLK ST,,,,Street,MANHATTAN,Unspecified,2009-11-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,NORFOLK ST,15334985
3304,,DOT,Department of Transportation,QUEENS,,2009-11-23T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-18T00:00:00.000,MURRAY ST,155 AVE,"Rough, Pitted or Cracked Roads",2010-02-16T00:00:00.000,N/A, BARCLAY AVE,,,,Street,QUEENS,Unspecified,2009-11-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BARCLAY AVE,15319852
3305,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2009-11-24T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-11-17T00:00:00.000,,,Pothole,,N/A,,,BRYANT STREET,COURT STREET,,BROOKLYN,Unspecified,2009-11-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15326055
3306,BLOCKFACE,DOT,Department of Transportation,Unspecified,BROOKLYN,2009-11-17T00:00:00.000,0 Unspecified,Street Condition,2009-11-16T00:00:00.000,PENN STREET,WYTHE AVENUE,Pothole,,N/A, WILLIAMSBURG ST EAST,,,,,Unspecified,Unspecified,2009-11-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WILLIAMSBURG ST EAST,15326356
3307,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2009-11-18T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-11-17T00:00:00.000,,,Pothole,,N/A,,,CONEY ISLAND AVENUE,DITMAS AVENUE,,BROOKLYN,Unspecified,2009-11-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15326172
3308,,DOT,Department of Transportation,QUEENS,,2009-11-24T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-19T00:00:00.000,,,Cave-in,2009-11-30T00:00:00.000,N/A,,,221 ST,MERRICK BLVD,Street,QUEENS,Unspecified,2009-11-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15326666
3309,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-18T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-17T00:00:00.000,,,Pothole,,N/A,,,ASTORIA BOULEVARD,PEDESTRIAN OVERPASS,,QUEENS,Unspecified,2009-11-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15326186
3310,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,2009-11-20T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2009-11-18T00:00:00.000,,,Pothole,,N/A,,,GENESEE AVENUE,STANLEY CIRCLE,,STATEN ISLAND,Unspecified,2009-11-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15326196
3311,,DOT,Department of Transportation,QUEENS,,2009-11-23T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-19T00:00:00.000,,,Cave-in,2009-11-29T00:00:00.000,N/A,,,48TH AVENUE,OCEANIA STREET,Street,QUEENS,Unspecified,2009-11-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15327119
3312,,DOT,Department of Transportation,STATEN ISLAND,,2009-11-24T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2009-11-20T00:00:00.000,PAGE AVE,BEDELL ST,"Rough, Pitted or Cracked Roads",2010-02-18T00:00:00.000,N/A, AMBOY ROAD,,,,Street,STATEN ISLAND,Unspecified,2009-11-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,AMBOY ROAD,15336003
3313,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-23T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-20T00:00:00.000,,,Pothole,,N/A,,,25 STREET,HOYT AVENUE,,QUEENS,Unspecified,2009-11-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15340168
3314,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-19T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-18T00:00:00.000,,,Pothole,,N/A,,,HOLLIS HILLS TERRACE,89 AVENUE,,QUEENS,Unspecified,2009-11-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15340175
3315,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-11-27T00:00:00.000,Unspecified BRONX,Street Condition,2009-11-21T00:00:00.000,,,Pothole,,N/A,,,EINSTEIN LOOP,HUTCHINSON RIV PARKWAY,,BRONX,Unspecified,2009-11-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15350028
3316,BLOCKFACE,DOT,Department of Transportation,MANHATTAN,,2009-11-27T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-11-21T00:00:00.000,HIGH LINE,JOE DIMAGGIO HIGHWAY,Pothole,,N/A, WEST   18 STREET,,,,,MANHATTAN,Unspecified,2009-11-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST   18 STREET,15345858
3317,,DOT,Department of Transportation,MANHATTAN,,2009-11-25T00:00:00.000,Unspecified MANHATTAN,Street Condition,2009-11-23T00:00:00.000,,,Blocked - Construction,2009-12-03T00:00:00.000,N/A,,,7 AVE,47 ST,Street,MANHATTAN,Unspecified,2009-11-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15350907
3318,,DOT,Department of Transportation,STATEN ISLAND,,2009-11-30T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2009-11-22T00:00:00.000,KATAN AVE,LOMAKA AVE,"Rough, Pitted or Cracked Roads",2010-02-20T00:00:00.000,N/A, SAMPSON AVE,,,,Street,STATEN ISLAND,Unspecified,2009-11-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SAMPSON AVE,15347100
3319,INTERSECTION,DOT,Department of Transportation,QUEENS,,,Unspecified QUEENS,Street Condition,2009-11-26T00:00:00.000,,,Wear & Tear,,N/A,,,32 AVENUE,COLLEGE POINT BOULEVARD,,QUEENS,Unspecified,2009-11-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,15375663
3320,,DOT,Department of Transportation,BROOKLYN,,2009-12-23T00:00:00.000,Unspecified BROOKLYN,Street Condition,2009-12-17T00:00:00.000,LOGAN STREET,WARWICK STREET,Failed Street Repair,2009-12-27T00:00:00.000,N/A, ATLANTIC AVE,,,,Street,BROOKLYN,Unspecified,2009-12-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,ATLANTIC AVE,15524951
3321,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-12-07T00:00:00.000,Unspecified QUEENS,Street Condition,2009-12-06T00:00:00.000,,,Pothole,,N/A,,,NORTHERN BOULEVARD,WOODSIDE AVENUE,,QUEENS,Unspecified,2009-12-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15458998
3322,INTERSECTION,DOT,Department of Transportation,QUEENS,,2009-11-20T00:00:00.000,Unspecified QUEENS,Street Condition,2009-11-19T00:00:00.000,,,Pothole,,N/A,,,SURREY PLACE,UNION TURNPIKE,,QUEENS,Unspecified,2009-11-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15356952
3323,INTERSECTION,DOT,Department of Transportation,BRONX,,2009-11-27T00:00:00.000,Unspecified BRONX,Street Condition,2009-11-27T00:00:00.000,,,Pothole,,N/A,,,EAST 222 STREET,ELY AVENUE,,BRONX,Unspecified,2009-11-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,15385856
