,address_type,agency,agency_name,borough,bridge_highway_direction,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,location_type,park_borough,park_facility_name,resolution_action_updated_date,school_address,school_city,school_code,school_name,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,unique_key
2019,,DOT,Department of Transportation,STATEN ISLAND,North Bound,,2005-11-09T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-10-19T00:00:00.000,FOREST AVE,NORTH AVE,Street Lines Complaint,N/A, LIVERMORE AVE,,,,,Street,STATEN ISLAND,Unspecified,2005-11-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,LIVERMORE AVE,1597868
2020,,DOT,Department of Transportation,QUEENS,,,2006-01-03T00:00:00.000,Unspecified QUEENS,Street Condition,2005-12-30T00:00:00.000,,,Street Lines Complaint,N/A,,,UNION TURNPIKE,210 ST,,Street,QUEENS,Unspecified,2006-01-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1615362
2021,BLOCKFACE,DOT,Department of Transportation,QUEENS,,FOREST HILLS,2005-09-12T00:00:00.000,06 QUEENS,Street Condition,2005-09-04T00:00:00.000,CLYDE STREET,DARTMOUTH STREET,Street Lines Complaint,N/A, 69 AVENUE,11375,,,,Street,QUEENS,Unspecified,2005-09-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,69 AVENUE,1629613
2022,,DOT,Department of Transportation,BROOKLYN,,,2005-01-19T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-01-19T00:00:00.000,,,Plate Condition - Open,N/A,,,MONTAGUE ST,COURT ST,,Street,BROOKLYN,Unspecified,2005-01-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2109399
2023,,DOT,Department of Transportation,BRONX,,,2005-05-12T00:00:00.000,Unspecified BRONX,Street Condition,2005-05-10T00:00:00.000,,,Letter Verifying Traffic,N/A,,,HOBART AVENUE,BAISLEY AVENUE,,Street,BRONX,Unspecified,2005-05-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2146262
2024,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2005-01-27T00:00:00.000,18 BROOKLYN,Street Condition,2005-01-26T00:00:00.000,EAST 52 STREET,EAST 53 PLACE,Plate Condition - Open,N/A, AVENUE U,11234,,,,Street,BROOKLYN,Unspecified,2005-01-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,AVENUE U,2110782
2025,,DOT,Department of Transportation,BRONX,,,2005-04-11T00:00:00.000,Unspecified BRONX,Street Condition,2005-01-26T00:00:00.000,,,Plate Condition - Open,N/A,,,MICKALE AVENUE,GIVANS AVE,,Street,BRONX,Unspecified,2005-04-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2112148
2026,,DOT,Department of Transportation,QUEENS,,,2005-01-31T00:00:00.000,Unspecified QUEENS,Street Condition,2005-01-31T00:00:00.000,21 ST,24 ST,Plate Condition - Open,N/A, 34 AVE,,,,,Street,QUEENS,Unspecified,2005-01-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,34 AVE,2113819
2027,,DOT,Department of Transportation,QUEENS,,,2005-01-24T00:00:00.000,Unspecified QUEENS,Street Condition,2005-01-22T00:00:00.000,,,Plate Condition - Open,N/A,,,VAN WYCK EXPRESSWAY,JAMAICA AVE,,Street,QUEENS,Unspecified,2005-01-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2111383
2028,,3-1-1,311 Quality Assurance,QUEENS,East Bound,,2007-02-06T00:00:00.000,Unspecified QUEENS,Street Condition,2005-01-18T00:00:00.000,,,Plate Condition - Open,N/A,,,UTOPIA PARKWAY,HORACE HINDING,,Street,QUEENS,Unspecified,2007-02-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2109493
2029,,DOT,Department of Transportation,BROOKLYN,South Bound,,2005-05-31T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-05-30T00:00:00.000,AVE U,AVE V,Plate Condition - Open,N/A, NOSTRAND AVE,,,,,Street,BROOKLYN,Unspecified,2005-05-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,NOSTRAND AVE,2157625
2030,BLOCKFACE,DOT,Department of Transportation,QUEENS,South Bound,,2005-01-24T00:00:00.000,Unspecified QUEENS,Street Condition,2005-01-23T00:00:00.000,,,Plate Condition - Open,N/A,,,,,,Street,QUEENS,Unspecified,2005-01-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2110577
2031,,DOT,Department of Transportation,QUEENS,,,2005-08-08T00:00:00.000,Unspecified QUEENS,Street Condition,2005-08-08T00:00:00.000,AUBREY AVE,WOODHAVEN BLVD,Plate Condition - Open,N/A, METROPOLITAN AVE,,,,,Street,QUEENS,Unspecified,2005-08-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,METROPOLITAN AVE,2184835
2032,,DOT,Department of Transportation,BROOKLYN,,,2005-03-07T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-03-07T00:00:00.000,FLATBUSH AVE,LINCOLN AVE,Plate Condition - Open,N/A, WASHINGTON ST,,,,,Street,BROOKLYN,Unspecified,2005-03-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WASHINGTON ST,2125433
2033,INTERSECTION,3-1-1,311 Quality Assurance,Unspecified,,,2006-02-07T00:00:00.000,0 Unspecified,Street Condition,2005-06-29T00:00:00.000,,,Plate Condition - Open,N/A,,,,,,Street,Unspecified,Unspecified,2006-02-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2172146
2034,,DOT,Department of Transportation,MANHATTAN,,,2005-03-30T00:00:00.000,Unspecified MANHATTAN,Street Condition,2005-03-02T00:00:00.000,,,Letter Verifying Traffic,N/A,,,MADISON AVENUE,EAST 70 STREET,,Street,MANHATTAN,Unspecified,2005-03-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2122606
2035,,DOT,Department of Transportation,QUEENS,,,2005-01-20T00:00:00.000,Unspecified QUEENS,Street Condition,2005-01-13T00:00:00.000,10 STREET,12 STREET,Letter Verifying Traffic,N/A, 44 ROAD,,,,,Street,QUEENS,Unspecified,2005-01-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,44 ROAD,2106595
2036,,DOT,Department of Transportation,QUEENS,,,2005-03-07T00:00:00.000,Unspecified QUEENS,Street Condition,2005-03-07T00:00:00.000,,,Plate Condition - Open,N/A,,,VAN WYCK EXPWY,ATLANTIC AVE,,Street,QUEENS,Unspecified,2005-03-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2122877
2037,,DOT,Department of Transportation,QUEENS,,,2005-08-08T00:00:00.000,Unspecified QUEENS,Street Condition,2005-08-08T00:00:00.000,AUBREY AVE,WOODHAVEN BLVD,Plate Condition - Open,N/A, METROPOLITAN AVE,,,,,Street,QUEENS,Unspecified,2005-08-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,METROPOLITAN AVE,2184836
2038,,DOT,Department of Transportation,QUEENS,,,2005-02-28T00:00:00.000,Unspecified QUEENS,Street Condition,2005-02-16T00:00:00.000,254TH STREET,LITTLE NECK PARKWAY,Letter Verifying Traffic,N/A, CULLMAN AVENUE,,,,,Street,QUEENS,Unspecified,2005-02-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,CULLMAN AVENUE,2117695
2039,,DOT,Department of Transportation,QUEENS,,,2005-03-31T00:00:00.000,Unspecified QUEENS,Street Condition,2005-03-09T00:00:00.000,,,Letter Verifying Traffic,N/A,,,98 STREET,CORONA AVE,,Street,QUEENS,Unspecified,2005-03-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2126239
2040,,DOT,Department of Transportation,STATEN ISLAND,,,2005-04-20T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-04-04T00:00:00.000,,,Plate Condition - Open,N/A,,,NA,NA,,Street,STATEN ISLAND,Unspecified,2005-04-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2134127
2041,,DOT,Department of Transportation,BROOKLYN,,,2005-04-13T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-04-13T00:00:00.000,QUINCY ST,BEDFORD AVE,Plate Condition - Open,N/A, BEDFORD AVE,,,,,Street,BROOKLYN,Unspecified,2005-04-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BEDFORD AVE,2138996
2042,,DOT,Department of Transportation,MANHATTAN,,,2005-03-30T00:00:00.000,Unspecified MANHATTAN,Street Condition,2005-03-29T00:00:00.000,,,Plate Condition - Open,N/A,,,BARCLAY,W. BROADWAY,,Street,MANHATTAN,Unspecified,2005-03-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2133286
2043,,DOT,Department of Transportation,QUEENS,,,2005-02-23T00:00:00.000,Unspecified QUEENS,Street Condition,2005-02-16T00:00:00.000,JUNIPER VALLEY ROAD,METROPOLITAN AVENUE,Letter Verifying Traffic,N/A, 70 STREET,,,,,Street,QUEENS,Unspecified,2005-02-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,70 STREET,2119405
2044,,DOT,Department of Transportation,QUEENS,,,2005-03-22T00:00:00.000,Unspecified QUEENS,Street Condition,2005-03-22T00:00:00.000,59 ST,61 ST,Plate Condition - Open,N/A, QUEENS BLVD,,,,,Street,QUEENS,Unspecified,2005-03-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,QUEENS BLVD,2131476
2045,,DOT,Department of Transportation,QUEENS,,,2005-03-29T00:00:00.000,Unspecified QUEENS,Street Condition,2005-02-11T00:00:00.000,,,Letter Verifying Traffic,N/A,,,,,QUEENSBORO BRIDGE,Street,QUEENS,Unspecified,2005-03-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2119333
2046,,DOT,Department of Transportation,BROOKLYN,,NEW YORK,2005-04-01T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-03-29T00:00:00.000,,,Letter Verifying Traffic,N/A,14 STREET 4 AVENUE,,,,,Street,BROOKLYN,Unspecified,2005-04-01T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,4 AVENUE,2134471
2047,,DOT,Department of Transportation,STATEN ISLAND,,,2005-09-02T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-08-25T00:00:00.000,WILDER AVE,THOMAS ST,Plate Condition - Open,N/A, WOLVERINE,,,,,Street,STATEN ISLAND,Unspecified,2005-09-02T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WOLVERINE,2191244
2048,,DOT,Department of Transportation,STATEN ISLAND,,,2005-04-25T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-04-14T00:00:00.000,,,Letter Verifying Traffic,N/A,,,WILLOWBROOK RD,SENECA LOOP,,Street,STATEN ISLAND,Unspecified,2005-04-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2140247
2049,,DOT,Department of Transportation,STATEN ISLAND,,,2005-06-13T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-06-09T00:00:00.000,,,Letter Verifying Traffic,N/A,,,HOLDEN BOULEVARD,GANFEVOORT STREET,,Street,STATEN ISLAND,Unspecified,2005-06-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2163187
2050,,DOT,Department of Transportation,STATEN ISLAND,,,2005-05-31T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-05-24T00:00:00.000,,,Letter Verifying Traffic,N/A,,,,,VERRAZANO NARROWS BRIDGE,Street,STATEN ISLAND,Unspecified,2005-05-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2157160
2051,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2005-06-09T00:00:00.000,09 BROOKLYN,Street Condition,2005-06-09T00:00:00.000,CARROLL STREET,PRESIDENT STREET,Plate Condition - Open,N/A, SCHENECTADY AVENUE,11213,,,,Street,BROOKLYN,Unspecified,2005-06-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SCHENECTADY AVENUE,2163707
2052,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2005-06-13T00:00:00.000,Unspecified QUEENS,Street Condition,2005-06-09T00:00:00.000,,,Letter Verifying Traffic,N/A,,,,,,Street,QUEENS,Unspecified,2005-06-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2162895
2053,,DOT,Department of Transportation,BROOKLYN,,,2005-05-24T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-05-23T00:00:00.000,,,Plate Condition - Open,N/A,,,AVE B,W 7 ST,,Street,BROOKLYN,Unspecified,2005-05-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2155589
2054,,DOT,Department of Transportation,BROOKLYN,South Bound,,2005-07-06T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-07-05T00:00:00.000,,,Plate Condition - Open,N/A,,,STILLWELL AVENUE,SHORE PARKWAY,,Street,BROOKLYN,Unspecified,2005-07-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2174627
2055,,DOT,Department of Transportation,BROOKLYN,,,2005-06-23T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-06-22T00:00:00.000,,,Letter Verifying Traffic,N/A,,,,,BROOKLYN BRIDGE,Street,BROOKLYN,Unspecified,2005-06-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2166664
2056,,DOT,Department of Transportation,STATEN ISLAND,,,2005-07-07T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-07-07T00:00:00.000,,,Plate Condition - Open,N/A,,,CORBIN AVE,BARLOW AVE,,Street,STATEN ISLAND,Unspecified,2005-07-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2172893
2057,,DOT,Department of Transportation,QUEENS,East Bound,,2005-09-11T00:00:00.000,Unspecified QUEENS,Street Condition,2005-09-11T00:00:00.000,,,Plate Condition - Open,N/A,,,VANWICK EXPRESSWAY,JAMAICA AVE,,Street,QUEENS,Unspecified,2005-09-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2198824
2058,,DOT,Department of Transportation,BROOKLYN,,,2005-07-26T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-07-26T00:00:00.000,AVE I,AVE H,Plate Condition - Open,N/A, FLATBUSH AVE,,,,,Street,BROOKLYN,Unspecified,2005-07-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,FLATBUSH AVE,2180206
2059,,DOT,Department of Transportation,STATEN ISLAND,South Bound,,2005-10-05T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-10-03T00:00:00.000,,,Plate Condition - Open,N/A,,,MARCY AVE,RAMONA AVE,,Street,STATEN ISLAND,Unspecified,2005-10-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2208531
2060,,DOT,Department of Transportation,STATEN ISLAND,,,2005-09-30T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-09-22T00:00:00.000,,,Letter Verifying Traffic,N/A,,,OCEAN TERRACE,CLOVE ROAD,,Street,STATEN ISLAND,Unspecified,2005-09-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2204931
2061,,DOT,Department of Transportation,MANHATTAN,,,2005-09-29T00:00:00.000,Unspecified MANHATTAN,Street Condition,2005-09-24T00:00:00.000,,,Letter Verifying Traffic,N/A,,,CANAL STREET,THOMPSON ST,,Street,MANHATTAN,Unspecified,2005-09-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2204000
2062,,DOT,Department of Transportation,BRONX,,,2005-09-06T00:00:00.000,Unspecified BRONX,Street Condition,2005-08-30T00:00:00.000,,,Letter Verifying Traffic,N/A,,,PAWNEE PL,SEMINOLE ST,,Street,BRONX,Unspecified,2005-09-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2194086
2063,,DOT,Department of Transportation,MANHATTAN,,,2005-09-06T00:00:00.000,Unspecified MANHATTAN,Street Condition,2005-08-31T00:00:00.000,,,Letter Verifying Traffic,N/A,,,39,40,,Street,MANHATTAN,Unspecified,2005-09-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2194106
2064,,DOT,Department of Transportation,QUEENS,,,2006-01-10T00:00:00.000,Unspecified QUEENS,Street Condition,2005-12-28T00:00:00.000,,,Letter Verifying Traffic,N/A,,,RIVERTON ST,118 ROAD,,Street,QUEENS,Unspecified,2006-01-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2240461
2065,,DOT,Department of Transportation,BRONX,,,2005-07-11T00:00:00.000,Unspecified BRONX,Street Condition,2005-07-11T00:00:00.000,,,Plate Condition - Open,N/A,,,MICKLE AVE,ALLERTON AVE,,Street,BRONX,Unspecified,2005-07-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2176319
2066,,DOT,Department of Transportation,BROOKLYN,,,2005-12-16T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-12-11T00:00:00.000,,,Letter Verifying Traffic,N/A,,,HICKS STREET,MONTAGUE ST,,Street,BROOKLYN,Unspecified,2005-12-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2234999
2067,,DOT,Department of Transportation,BRONX,,,2005-11-07T00:00:00.000,Unspecified BRONX,Street Condition,2005-11-03T00:00:00.000,,,Plate Condition - Open,N/A,,,UNIVERSITY AVENUE,WEST BURNSIDE AVENUE,,Street,BRONX,Unspecified,2005-11-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2221406
2068,,DOT,Department of Transportation,QUEENS,,,2005-12-27T00:00:00.000,Unspecified QUEENS,Street Condition,2005-12-26T00:00:00.000,,,Plate Condition - Open,N/A,,,ASTORIA BLVD,80 STREET,,Street,QUEENS,Unspecified,2005-12-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2238347
2069,,DOT,Department of Transportation,MANHATTAN,,,2005-11-19T00:00:00.000,Unspecified MANHATTAN,Street Condition,2005-11-16T00:00:00.000,,,Letter Verifying Traffic,N/A,,,EAST 61 STREET,YORK AVE,,Street,MANHATTAN,Unspecified,2005-11-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2226936
2070,,DOT,Department of Transportation,BRONX,,,2005-12-15T00:00:00.000,Unspecified BRONX,Street Condition,2005-11-30T00:00:00.000,,,Plate Condition - Open,N/A,,,DEREIMER AVE,TOLLOTSON AVE,,Street,BRONX,Unspecified,2005-12-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2232208
2071,,DOT,Department of Transportation,QUEENS,North Bound,,2006-01-03T00:00:00.000,Unspecified QUEENS,Street Condition,2005-12-31T00:00:00.000,,,Letter Verifying Traffic,N/A,,,FRANCIS LEWIS BLVD,HARDLY EXPRESSWAY,,Street,QUEENS,Unspecified,2006-01-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2241946
2072,,DOT,Department of Transportation,BROOKLYN,,,2005-10-10T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-10-10T00:00:00.000,,,Plate Condition - Open,N/A,,,FLEET ST,FLATBUSH AVE,,Street,BROOKLYN,Unspecified,2005-10-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2209462
2073,,DOT,Department of Transportation,BROOKLYN,,,2005-01-13T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-01-13T00:00:00.000,,,Plate Condition - Noisy,N/A,,,WEST 8 STREET,NEPTUNE AVE,,Street,BROOKLYN,Unspecified,2005-01-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2500212
2074,,DOT,Department of Transportation,QUEENS,South Bound,,2005-01-16T00:00:00.000,Unspecified QUEENS,Street Condition,2005-01-16T00:00:00.000,,,Plate Condition - Noisy,N/A,,,UTOPIA PARKWAY,HORACE HARDING EXPRESSWAY,,Street,QUEENS,Unspecified,2005-01-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,2500541
